case_id,case_type,disputed_amount,court_level,taxpayer_category,legal_grounds,case_duration_days,prior_compliance_score,representation,num_prior_disputes,taxpayer_risk_score,outcome
KRA-CASE-00645,Excise Duty,21877730.49,High Court,Multinational,Transfer Pricing Dispute,241,4,Self-Represented,8,99,1
KRA-CASE-00646,Excise Duty,1925541.07,Tax Appeals Tribunal,Large Corporation,Procedural Error,107,85,Legal Counsel,4,89,0
KRA-CASE-00647,Customs Duty,90466523.47,Tax Appeals Tribunal,SME,Input Tax Credit,1009,55,Legal Counsel,2,69,1
KRA-CASE-00648,Income Tax,380570.66,Court of Appeal,Large Corporation,Input Tax Credit,278,72,Legal Counsel,11,42,1
KRA-CASE-00649,Withholding Tax,30317666.24,Tax Appeals Tribunal,Multinational,Incorrect Assessment,778,68,Tax Consultant,10,10,1
KRA-CASE-00650,Excise Duty,76057285.43,Tax Appeals Tribunal,Individual,Procedural Error,816,84,Self-Represented,12,13,1
KRA-CASE-00651,Withholding Tax,68899816.11,Tax Appeals Tribunal,Multinational,Input Tax Credit,1535,24,Self-Represented,6,3,1
KRA-CASE-00652,Withholding Tax,99638536.79,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1053,68,Tax Consultant,14,2,1
KRA-CASE-00653,VAT,33961546.33,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,272,27,Tax Consultant,14,86,0
KRA-CASE-00654,PAYE,14937915.28,Tax Appeals Tribunal,Multinational,Procedural Error,1536,18,Legal Counsel,0,60,1
KRA-CASE-00655,PAYE,4627879.27,High Court,Individual,Statute of Limitations,1325,6,Tax Consultant,3,58,0
KRA-CASE-00656,PAYE,17110404.32,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,263,63,Legal Counsel,7,8,1
KRA-CASE-00657,Income Tax,42649835.82,High Court,Multinational,Valuation Dispute,694,15,Tax Consultant,4,41,1
KRA-CASE-00658,Income Tax,76434576.84,Tax Appeals Tribunal,SME,Incorrect Assessment,590,18,Tax Consultant,5,89,0
KRA-CASE-00659,Customs Duty,55363102.6,Tax Appeals Tribunal,Multinational,Procedural Error,303,12,Tax Consultant,12,99,1
KRA-CASE-00660,Income Tax,1612251.11,Tax Appeals Tribunal,Individual,Statute of Limitations,212,90,Legal Counsel,9,53,1
KRA-CASE-00661,Withholding Tax,80750809.73,High Court,Large Corporation,Double Taxation,323,81,Legal Counsel,14,52,1
KRA-CASE-00662,Income Tax,93812056.56,High Court,Individual,Statute of Limitations,1498,63,Legal Counsel,2,80,0
KRA-CASE-00663,Customs Duty,34817964.01,Tax Appeals Tribunal,Individual,Incorrect Assessment,1115,12,Legal Counsel,7,59,1
KRA-CASE-00664,Withholding Tax,65949749.48,Tax Appeals Tribunal,Individual,Statute of Limitations,1433,60,Legal Counsel,5,85,1
KRA-CASE-00665,VAT,5450060.05,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,714,78,Tax Consultant,14,5,1
KRA-CASE-00666,VAT,74054667.64,Court of Appeal,Individual,Procedural Error,1023,65,Self-Represented,7,92,1
KRA-CASE-00667,Excise Duty,59291030.89,Tax Appeals Tribunal,Individual,Exemption Claim,501,99,Self-Represented,7,12,0
KRA-CASE-00668,Income Tax,73787899.21,High Court,SME,Double Taxation,180,60,Legal Counsel,1,55,1
KRA-CASE-00669,Income Tax,21655707.95,High Court,Individual,Exemption Claim,309,58,Legal Counsel,11,34,1
KRA-CASE-00670,Income Tax,33622339.15,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,309,14,Tax Consultant,14,53,1
KRA-CASE-00671,Income Tax,76045941.32,Tax Appeals Tribunal,SME,Statute of Limitations,1646,81,Tax Consultant,5,73,1
KRA-CASE-00672,PAYE,85507651.97,Tax Appeals Tribunal,Multinational,Input Tax Credit,1795,27,Legal Counsel,14,35,1
KRA-CASE-00673,VAT,73015274.58,High Court,Individual,Exemption Claim,919,74,Legal Counsel,4,73,1
KRA-CASE-00674,VAT,41806296.74,Tax Appeals Tribunal,Multinational,Procedural Error,901,67,Legal Counsel,3,57,1
KRA-CASE-00675,Excise Duty,24089123.68,Tax Appeals Tribunal,Individual,Valuation Dispute,476,16,Legal Counsel,7,82,0
KRA-CASE-00676,VAT,1642219.94,High Court,Individual,Input Tax Credit,1787,73,Legal Counsel,0,58,0
KRA-CASE-00677,Excise Duty,77194909.03,High Court,SME,Exemption Claim,1313,59,Legal Counsel,0,80,1
KRA-CASE-00678,VAT,38518682.83,High Court,SME,Transfer Pricing Dispute,902,96,Legal Counsel,6,100,1
KRA-CASE-00679,Withholding Tax,8141856.2,High Court,Large Corporation,Procedural Error,1084,86,Legal Counsel,1,14,0
KRA-CASE-00680,Excise Duty,36590806.35,High Court,SME,Statute of Limitations,1357,71,Legal Counsel,6,17,1
KRA-CASE-00681,Customs Duty,23901338.9,Tax Appeals Tribunal,SME,Double Taxation,1572,95,Tax Consultant,10,45,1
KRA-CASE-00682,Customs Duty,50381418.92,Tax Appeals Tribunal,Individual,Exemption Claim,737,57,Legal Counsel,3,60,1
KRA-CASE-00683,Withholding Tax,53213852.67,High Court,Multinational,Input Tax Credit,1301,47,Tax Consultant,2,24,1
KRA-CASE-00684,Excise Duty,8776509.58,Tax Appeals Tribunal,Individual,Incorrect Assessment,253,21,Legal Counsel,4,63,1
KRA-CASE-00685,Income Tax,87505564.3,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,883,87,Legal Counsel,4,60,1
KRA-CASE-00686,Customs Duty,42041990.8,High Court,Individual,Double Taxation,158,2,Tax Consultant,7,66,0
KRA-CASE-00687,Withholding Tax,33620943.07,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1025,75,Legal Counsel,14,58,1
KRA-CASE-00688,Customs Duty,56746803.51,High Court,SME,Transfer Pricing Dispute,494,61,Legal Counsel,9,98,1
KRA-CASE-00689,VAT,14876416.62,Tax Appeals Tribunal,Multinational,Statute of Limitations,1487,68,Legal Counsel,5,90,0
KRA-CASE-00690,Withholding Tax,90475879.16,High Court,Individual,Incorrect Assessment,114,40,Legal Counsel,14,33,1
KRA-CASE-00691,Customs Duty,18490433.48,Tax Appeals Tribunal,Individual,Exemption Claim,734,18,Legal Counsel,5,68,0
KRA-CASE-00692,Customs Duty,12192927.84,Tax Appeals Tribunal,Multinational,Statute of Limitations,968,40,Self-Represented,10,82,0
KRA-CASE-00693,Withholding Tax,29590909.07,High Court,Multinational,Statute of Limitations,1667,72,Legal Counsel,14,43,1
KRA-CASE-00694,Withholding Tax,11275946.51,Tax Appeals Tribunal,Individual,Incorrect Assessment,660,3,Legal Counsel,7,57,1
KRA-CASE-00695,Customs Duty,9293489.07,Tax Appeals Tribunal,Large Corporation,Double Taxation,1630,98,Legal Counsel,0,10,1
KRA-CASE-00696,PAYE,84952666.31,High Court,Multinational,Valuation Dispute,428,62,Legal Counsel,1,85,1
KRA-CASE-00697,Customs Duty,39785921.83,High Court,SME,Valuation Dispute,793,1,Legal Counsel,11,39,1
KRA-CASE-00698,Excise Duty,87436458.49,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1548,53,Tax Consultant,9,20,1
KRA-CASE-00699,Withholding Tax,97037549.29,Tax Appeals Tribunal,Multinational,Statute of Limitations,1741,75,Legal Counsel,4,26,1
KRA-CASE-00700,Customs Duty,47487582.34,High Court,Multinational,Incorrect Assessment,1239,96,Legal Counsel,0,52,1
KRA-CASE-00701,Withholding Tax,91445329.11,Tax Appeals Tribunal,SME,Statute of Limitations,438,23,Tax Consultant,9,70,1
KRA-CASE-00702,Excise Duty,4271179.8,High Court,Large Corporation,Transfer Pricing Dispute,1041,71,Legal Counsel,7,3,1
KRA-CASE-00703,VAT,15444695.77,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,284,83,Legal Counsel,9,53,1
KRA-CASE-00704,Income Tax,49214056.0,High Court,Individual,Incorrect Assessment,1596,35,Legal Counsel,2,76,1
KRA-CASE-00705,Withholding Tax,36207863.07,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1316,87,Legal Counsel,3,47,1
KRA-CASE-00706,PAYE,73309079.19,Tax Appeals Tribunal,SME,Procedural Error,329,40,Legal Counsel,4,45,0
KRA-CASE-00707,Income Tax,5336188.42,Tax Appeals Tribunal,Large Corporation,Exemption Claim,129,37,Legal Counsel,2,65,1
KRA-CASE-00708,Income Tax,76655921.65,Tax Appeals Tribunal,Individual,Statute of Limitations,1143,41,Tax Consultant,9,34,0
KRA-CASE-00709,Withholding Tax,69811852.83,Tax Appeals Tribunal,SME,Exemption Claim,1716,18,Self-Represented,9,47,0
KRA-CASE-00710,Excise Duty,41228850.72,Court of Appeal,Individual,Double Taxation,346,64,Legal Counsel,6,71,1
KRA-CASE-00711,PAYE,68980800.27,Court of Appeal,Large Corporation,Incorrect Assessment,884,58,Tax Consultant,3,16,1
KRA-CASE-00712,VAT,47977847.08,Tax Appeals Tribunal,SME,Input Tax Credit,1253,66,Tax Consultant,10,22,1
KRA-CASE-00713,Withholding Tax,30503191.71,High Court,Individual,Statute of Limitations,1784,88,Self-Represented,7,39,1
KRA-CASE-00714,Income Tax,21023608.6,Court of Appeal,SME,Incorrect Assessment,189,2,Tax Consultant,13,5,1
KRA-CASE-00715,Income Tax,10826347.32,High Court,SME,Procedural Error,990,15,Tax Consultant,1,8,1
KRA-CASE-00716,Customs Duty,66775263.03,High Court,Large Corporation,Double Taxation,1233,25,Self-Represented,11,3,0
KRA-CASE-00717,VAT,14598419.92,High Court,SME,Exemption Claim,751,20,Tax Consultant,7,64,0
KRA-CASE-00718,PAYE,6880287.04,High Court,Large Corporation,Double Taxation,1495,24,Tax Consultant,5,96,1
KRA-CASE-00719,PAYE,482676.42,High Court,Multinational,Input Tax Credit,780,89,Legal Counsel,14,86,1
KRA-CASE-00720,VAT,18125811.34,Tax Appeals Tribunal,SME,Double Taxation,1083,29,Legal Counsel,10,15,1
KRA-CASE-00721,Excise Duty,11076100.31,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1171,92,Self-Represented,10,63,0
KRA-CASE-00722,VAT,38508872.63,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,492,70,Legal Counsel,13,24,1
KRA-CASE-00723,VAT,89480726.97,High Court,Multinational,Exemption Claim,397,1,Tax Consultant,15,86,1
KRA-CASE-00724,VAT,39667157.37,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,323,50,Legal Counsel,3,94,0
KRA-CASE-00725,Income Tax,6517805.6,Court of Appeal,SME,Valuation Dispute,281,29,Tax Consultant,15,35,1
KRA-CASE-00726,Withholding Tax,76608917.81,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,759,60,Legal Counsel,12,62,1
KRA-CASE-00727,PAYE,27925118.79,High Court,Individual,Transfer Pricing Dispute,1032,63,Legal Counsel,4,3,1
KRA-CASE-00728,VAT,73792945.67,High Court,SME,Procedural Error,396,48,Legal Counsel,10,19,1
KRA-CASE-00729,Customs Duty,62215577.81,Tax Appeals Tribunal,Individual,Input Tax Credit,1653,59,Legal Counsel,15,62,1
KRA-CASE-00730,PAYE,26203444.11,Tax Appeals Tribunal,Multinational,Procedural Error,1594,4,Tax Consultant,3,49,1
KRA-CASE-00731,Excise Duty,31490191.82,Tax Appeals Tribunal,SME,Procedural Error,392,71,Legal Counsel,9,90,1
KRA-CASE-00732,Income Tax,49173386.88,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1594,14,Legal Counsel,15,84,0
KRA-CASE-00733,PAYE,68553148.0,Tax Appeals Tribunal,SME,Statute of Limitations,1067,7,Legal Counsel,15,75,0
KRA-CASE-00734,Excise Duty,61713120.65,Tax Appeals Tribunal,Multinational,Exemption Claim,155,3,Legal Counsel,4,46,1
KRA-CASE-00735,Customs Duty,80964865.08,Tax Appeals Tribunal,Large Corporation,Exemption Claim,809,12,Legal Counsel,11,52,1
KRA-CASE-00736,Customs Duty,5692102.22,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1243,10,Tax Consultant,2,39,1
KRA-CASE-00737,VAT,33792545.99,Tax Appeals Tribunal,SME,Input Tax Credit,1377,54,Legal Counsel,13,34,1
KRA-CASE-00738,VAT,69611049.7,Tax Appeals Tribunal,Multinational,Valuation Dispute,1198,49,Legal Counsel,3,62,1
KRA-CASE-00739,VAT,69101853.25,Tax Appeals Tribunal,SME,Exemption Claim,371,78,Legal Counsel,13,25,1
KRA-CASE-00740,Excise Duty,63562647.83,Court of Appeal,Individual,Double Taxation,618,33,Self-Represented,12,28,1
KRA-CASE-00741,PAYE,74301658.16,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1242,43,Legal Counsel,15,54,1
KRA-CASE-00742,Income Tax,34764282.89,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,916,84,Legal Counsel,6,53,1
KRA-CASE-00743,Excise Duty,25163916.05,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,68,80,Legal Counsel,5,73,0
KRA-CASE-00744,Excise Duty,21334632.86,Court of Appeal,Large Corporation,Input Tax Credit,578,81,Legal Counsel,13,72,1
KRA-CASE-00745,Withholding Tax,62694509.23,Tax Appeals Tribunal,SME,Statute of Limitations,522,19,Legal Counsel,9,55,1
KRA-CASE-00746,Excise Duty,31899385.36,High Court,Individual,Double Taxation,1762,52,Legal Counsel,9,82,0
KRA-CASE-00747,Income Tax,25681841.16,High Court,SME,Incorrect Assessment,337,24,Self-Represented,9,59,1
KRA-CASE-00748,Excise Duty,56004509.8,Tax Appeals Tribunal,Large Corporation,Procedural Error,443,20,Legal Counsel,0,33,1
KRA-CASE-00749,Customs Duty,65884137.73,Tax Appeals Tribunal,Multinational,Input Tax Credit,1632,2,Self-Represented,2,40,1
KRA-CASE-00750,PAYE,29833018.55,Tax Appeals Tribunal,Multinational,Exemption Claim,1405,84,Tax Consultant,12,92,1
KRA-CASE-00751,Income Tax,23642313.12,Tax Appeals Tribunal,SME,Incorrect Assessment,1098,85,Tax Consultant,8,63,1
KRA-CASE-00752,VAT,23845781.68,Tax Appeals Tribunal,Large Corporation,Exemption Claim,1734,74,Legal Counsel,7,54,1
KRA-CASE-00753,Income Tax,14470576.97,Tax Appeals Tribunal,Multinational,Input Tax Credit,866,32,Tax Consultant,1,62,0
KRA-CASE-00754,PAYE,37501763.21,Court of Appeal,SME,Valuation Dispute,1002,87,Legal Counsel,8,100,1
KRA-CASE-00755,Income Tax,36331651.33,High Court,Large Corporation,Procedural Error,1351,77,Self-Represented,1,88,1
KRA-CASE-00756,Withholding Tax,24005599.13,Tax Appeals Tribunal,SME,Exemption Claim,1693,87,Self-Represented,7,56,0
KRA-CASE-00757,Excise Duty,836217.32,Court of Appeal,Multinational,Transfer Pricing Dispute,646,11,Tax Consultant,7,38,1
KRA-CASE-00758,Income Tax,85948702.9,Tax Appeals Tribunal,SME,Exemption Claim,1693,98,Legal Counsel,1,35,1
KRA-CASE-00759,VAT,82328618.15,Court of Appeal,SME,Valuation Dispute,1752,42,Legal Counsel,3,20,1
KRA-CASE-00760,Withholding Tax,26133958.97,Tax Appeals Tribunal,SME,Exemption Claim,958,88,Self-Represented,1,82,1
KRA-CASE-00761,Withholding Tax,18414775.24,Tax Appeals Tribunal,Large Corporation,Procedural Error,850,25,Legal Counsel,10,73,1
KRA-CASE-00762,VAT,11127278.56,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1764,76,Legal Counsel,10,57,1
KRA-CASE-00763,Excise Duty,87356909.08,Tax Appeals Tribunal,Individual,Exemption Claim,1667,36,Self-Represented,13,47,0
KRA-CASE-00764,Income Tax,39379743.33,Tax Appeals Tribunal,Large Corporation,Double Taxation,72,2,Tax Consultant,7,11,0
KRA-CASE-00765,Excise Duty,19866706.96,High Court,Individual,Valuation Dispute,1295,54,Legal Counsel,4,11,1
KRA-CASE-00766,Customs Duty,17053782.24,Tax Appeals Tribunal,Individual,Valuation Dispute,1613,58,Tax Consultant,15,15,1
KRA-CASE-00767,Income Tax,71370693.01,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,619,95,Legal Counsel,4,55,1
KRA-CASE-00768,Income Tax,60028274.51,Court of Appeal,SME,Double Taxation,886,23,Legal Counsel,4,3,1
KRA-CASE-00769,Customs Duty,97614009.88,Tax Appeals Tribunal,SME,Double Taxation,787,74,Legal Counsel,14,10,1
KRA-CASE-00770,VAT,46914716.72,High Court,Multinational,Valuation Dispute,1436,27,Legal Counsel,13,94,1
KRA-CASE-00771,PAYE,25659748.11,Tax Appeals Tribunal,Individual,Exemption Claim,510,60,Tax Consultant,1,0,0
KRA-CASE-00772,Customs Duty,50478972.68,Tax Appeals Tribunal,Multinational,Exemption Claim,300,71,Self-Represented,5,33,1
KRA-CASE-00773,Income Tax,50399484.85,Court of Appeal,Multinational,Statute of Limitations,213,40,Legal Counsel,13,18,1
KRA-CASE-00774,Customs Duty,11728363.51,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1561,46,Tax Consultant,9,33,1
KRA-CASE-00775,PAYE,82967438.43,Court of Appeal,SME,Valuation Dispute,367,40,Legal Counsel,15,97,1
KRA-CASE-00776,Income Tax,55589687.09,Court of Appeal,Large Corporation,Input Tax Credit,138,24,Self-Represented,7,23,1
KRA-CASE-00777,VAT,47051240.76,Tax Appeals Tribunal,SME,Incorrect Assessment,1043,5,Legal Counsel,15,58,1
KRA-CASE-00778,Excise Duty,11293463.84,High Court,Individual,Exemption Claim,221,26,Tax Consultant,5,21,0
KRA-CASE-00779,Withholding Tax,50898339.5,Tax Appeals Tribunal,Multinational,Double Taxation,1225,0,Legal Counsel,5,53,1
KRA-CASE-00780,VAT,24653435.71,Tax Appeals Tribunal,Individual,Exemption Claim,83,36,Legal Counsel,3,50,1
KRA-CASE-00781,Customs Duty,59054332.86,Court of Appeal,Large Corporation,Statute of Limitations,89,10,Legal Counsel,15,58,1
KRA-CASE-00782,Withholding Tax,95522393.02,Tax Appeals Tribunal,Individual,Procedural Error,1373,79,Tax Consultant,10,93,1
KRA-CASE-00783,Withholding Tax,90692492.76,High Court,Individual,Procedural Error,1671,82,Legal Counsel,1,95,1
KRA-CASE-00784,VAT,54738264.37,High Court,Individual,Transfer Pricing Dispute,394,30,Tax Consultant,12,11,1
KRA-CASE-00785,VAT,85241966.03,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1355,96,Tax Consultant,4,15,1
KRA-CASE-00786,Customs Duty,49109967.51,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,1432,77,Self-Represented,3,47,0
KRA-CASE-00787,PAYE,20027132.5,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1183,76,Legal Counsel,13,47,1
KRA-CASE-00788,PAYE,18676265.46,High Court,Individual,Exemption Claim,979,86,Legal Counsel,4,63,1
KRA-CASE-00789,PAYE,62974480.15,Tax Appeals Tribunal,SME,Valuation Dispute,192,61,Legal Counsel,4,87,1
KRA-CASE-00790,Customs Duty,84161718.53,Tax Appeals Tribunal,SME,Procedural Error,1158,9,Tax Consultant,3,65,0
KRA-CASE-00791,Excise Duty,41331289.48,Tax Appeals Tribunal,Large Corporation,Transfer Pricing Dispute,757,32,Legal Counsel,0,14,1
KRA-CASE-00792,Withholding Tax,66174753.43,Tax Appeals Tribunal,Individual,Valuation Dispute,122,10,Legal Counsel,9,40,0
KRA-CASE-00793,PAYE,72423263.75,High Court,SME,Transfer Pricing Dispute,729,23,Legal Counsel,2,95,1
KRA-CASE-00794,PAYE,25968801.39,High Court,SME,Procedural Error,41,50,Self-Represented,5,83,1
KRA-CASE-00795,Excise Duty,46043293.58,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,650,79,Tax Consultant,11,88,1
KRA-CASE-00796,Withholding Tax,96316003.96,High Court,Large Corporation,Incorrect Assessment,286,17,Self-Represented,3,2,0
KRA-CASE-00797,Withholding Tax,97053510.35,High Court,Individual,Statute of Limitations,1360,30,Legal Counsel,6,11,1
KRA-CASE-00798,Customs Duty,76983628.58,Tax Appeals Tribunal,SME,Incorrect Assessment,370,19,Legal Counsel,14,62,1
KRA-CASE-00799,Excise Duty,2011796.48,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,1196,50,Self-Represented,0,13,1
KRA-CASE-00800,Withholding Tax,84770571.53,Tax Appeals Tribunal,SME,Input Tax Credit,1539,74,Legal Counsel,9,4,1
KRA-CASE-00801,Excise Duty,39998053.2,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,504,91,Self-Represented,0,54,1
KRA-CASE-00802,PAYE,31619222.52,Tax Appeals Tribunal,Multinational,Valuation Dispute,999,14,Legal Counsel,11,57,1
KRA-CASE-00803,Withholding Tax,43651188.9,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,734,56,Legal Counsel,7,75,1
KRA-CASE-00804,Withholding Tax,33948342.21,High Court,Large Corporation,Input Tax Credit,298,37,Legal Counsel,12,53,1
KRA-CASE-00805,Withholding Tax,65267393.78,Tax Appeals Tribunal,SME,Statute of Limitations,1303,26,Legal Counsel,2,85,1
KRA-CASE-00806,Excise Duty,12953200.57,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1655,53,Tax Consultant,15,38,1
KRA-CASE-00807,Income Tax,20982822.49,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,761,86,Self-Represented,1,8,0
KRA-CASE-00808,Customs Duty,43090515.23,High Court,Individual,Double Taxation,1026,33,Tax Consultant,11,98,0
KRA-CASE-00809,VAT,77020984.55,Tax Appeals Tribunal,Multinational,Incorrect Assessment,1476,6,Tax Consultant,14,58,1
KRA-CASE-00810,VAT,97467242.67,High Court,Large Corporation,Incorrect Assessment,1716,71,Self-Represented,3,21,1
KRA-CASE-00811,Withholding Tax,11850032.14,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1480,56,Tax Consultant,15,93,0
KRA-CASE-00812,VAT,15471858.46,Tax Appeals Tribunal,Large Corporation,Incorrect Assessment,1767,25,Legal Counsel,13,98,0
KRA-CASE-00813,VAT,24569340.66,High Court,SME,Statute of Limitations,204,34,Legal Counsel,13,46,1
KRA-CASE-00814,Withholding Tax,66516275.73,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,1642,29,Self-Represented,13,52,1
KRA-CASE-00815,Excise Duty,89811622.49,Court of Appeal,SME,Exemption Claim,90,56,Self-Represented,0,91,1
KRA-CASE-00816,PAYE,94367101.89,Tax Appeals Tribunal,SME,Statute of Limitations,918,7,Legal Counsel,1,84,1
KRA-CASE-00817,Withholding Tax,15137662.4,Tax Appeals Tribunal,Multinational,Transfer Pricing Dispute,888,51,Tax Consultant,9,92,1
KRA-CASE-00818,Withholding Tax,31403838.87,Tax Appeals Tribunal,Large Corporation,Statute of Limitations,1464,51,Legal Counsel,6,69,1
KRA-CASE-00819,PAYE,78844740.82,High Court,Large Corporation,Valuation Dispute,1618,25,Tax Consultant,2,4,1
KRA-CASE-00820,PAYE,33482567.83,High Court,Large Corporation,Statute of Limitations,1095,69,Legal Counsel,2,65,1
KRA-CASE-00821,PAYE,31259628.74,Tax Appeals Tribunal,Large Corporation,Procedural Error,87,69,Legal Counsel,7,99,1
KRA-CASE-00822,Customs Duty,72664599.18,Court of Appeal,Individual,Procedural Error,1753,47,Legal Counsel,11,15,1
KRA-CASE-00823,VAT,75668166.31,Court of Appeal,SME,Procedural Error,958,43,Tax Consultant,7,44,1
KRA-CASE-00824,Customs Duty,28489322.72,High Court,Large Corporation,Statute of Limitations,1492,48,Legal Counsel,7,13,1
KRA-CASE-00825,Customs Duty,51669359.92,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,230,18,Legal Counsel,13,10,1
KRA-CASE-00826,VAT,6266257.57,High Court,SME,Input Tax Credit,189,47,Legal Counsel,12,75,0
KRA-CASE-00827,PAYE,51918552.69,Tax Appeals Tribunal,SME,Input Tax Credit,1333,54,Tax Consultant,15,93,1
KRA-CASE-00828,Excise Duty,82389992.44,Tax Appeals Tribunal,Individual,Input Tax Credit,294,90,Legal Counsel,3,88,1
KRA-CASE-00829,Income Tax,45570465.76,Tax Appeals Tribunal,Individual,Exemption Claim,273,77,Tax Consultant,3,15,1
KRA-CASE-00830,Customs Duty,57197887.2,Tax Appeals Tribunal,Individual,Exemption Claim,654,47,Legal Counsel,15,3,1
KRA-CASE-00831,Income Tax,14256873.58,Tax Appeals Tribunal,Individual,Transfer Pricing Dispute,610,27,Self-Represented,15,0,0
KRA-CASE-00832,VAT,54776353.1,Tax Appeals Tribunal,Individual,Input Tax Credit,1203,39,Legal Counsel,10,100,1
KRA-CASE-00833,Excise Duty,47548993.47,High Court,Large Corporation,Statute of Limitations,1063,81,Legal Counsel,14,85,1
KRA-CASE-00834,Excise Duty,14940809.96,High Court,Individual,Valuation Dispute,823,29,Tax Consultant,10,69,1
KRA-CASE-00835,VAT,95810045.23,High Court,Large Corporation,Incorrect Assessment,1803,21,Legal Counsel,9,71,1
KRA-CASE-00836,Withholding Tax,12421972.05,Tax Appeals Tribunal,Individual,Procedural Error,1197,66,Self-Represented,15,64,1
KRA-CASE-00837,VAT,12072303.49,Court of Appeal,Individual,Procedural Error,593,100,Legal Counsel,14,10,1
KRA-CASE-00838,PAYE,60705139.37,Tax Appeals Tribunal,Individual,Procedural Error,726,55,Self-Represented,0,67,0
KRA-CASE-00839,Customs Duty,38231997.79,Tax Appeals Tribunal,Multinational,Statute of Limitations,614,18,Self-Represented,2,19,1
KRA-CASE-00840,Customs Duty,95218864.51,High Court,Individual,Exemption Claim,401,3,Legal Counsel,9,49,1
KRA-CASE-00841,VAT,32038144.31,Tax Appeals Tribunal,SME,Valuation Dispute,1725,15,Self-Represented,7,96,0
KRA-CASE-00842,PAYE,58623606.23,Tax Appeals Tribunal,Large Corporation,Valuation Dispute,265,34,Self-Represented,14,70,1
KRA-CASE-00843,Excise Duty,6592548.28,Tax Appeals Tribunal,Large Corporation,Procedural Error,581,70,Tax Consultant,3,31,1
KRA-CASE-00844,PAYE,65172513.43,Tax Appeals Tribunal,SME,Input Tax Credit,201,81,Legal Counsel,4,47,0
KRA-CASE-00845,PAYE,98531606.11,High Court,SME,Valuation Dispute,1166,57,Self-Represented,14,79,1
KRA-CASE-00846,Customs Duty,65323231.96,Tax Appeals Tribunal,Individual,Input Tax Credit,589,76,Legal Counsel,12,44,1
KRA-CASE-00847,Withholding Tax,21314775.77,High Court,SME,Statute of Limitations,1543,68,Legal Counsel,9,11,1
KRA-CASE-00848,Excise Duty,69858009.51,High Court,Large Corporation,Transfer Pricing Dispute,914,26,Legal Counsel,10,87,0
KRA-CASE-00849,Customs Duty,63535229.56,Court of Appeal,Large Corporation,Transfer Pricing Dispute,533,84,Tax Consultant,10,26,1
KRA-CASE-00850,Excise Duty,95901318.31,Tax Appeals Tribunal,Multinational,Statute of Limitations,1353,0,Legal Counsel,0,1,1
KRA-CASE-00851,Withholding Tax,17394925.26,Tax Appeals Tribunal,Large Corporation,Input Tax Credit,1591,50,Legal Counsel,2,68,1
KRA-CASE-00852,VAT,89262590.7,High Court,SME,Incorrect Assessment,752,48,Tax Consultant,11,49,1
KRA-CASE-00853,Income Tax,83922621.99,High Court,Multinational,Incorrect Assessment,977,47,Tax Consultant,14,1,1
KRA-CASE-00854,Income Tax,74327287.3,High Court,Large Corporation,Exemption Claim,422,11,Tax Consultant,9,91,1
KRA-CASE-00855,Income Tax,23464081.48,Tax Appeals Tribunal,SME,Transfer Pricing Dispute,1039,90,Legal Counsel,6,0,1
KRA-CASE-00856,Income Tax,98427140.62,High Court,Individual,Transfer Pricing Dispute,1195,64,Legal Counsel,6,84,1
KRA-CASE-00857,Withholding Tax,56592419.43,High Court,SME,Incorrect Assessment,1234,16,Legal Counsel,4,33,1
